Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
Sweet morning that could have been,3CaptainVox7,24111160,10 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,492,1,0,65,3,1286
Her Eyes,JessiRomantic,24111247,10 May 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,941,1,0,8,1,147
Hell's Princess,Keira_Emerald,24111316,16 Apr 2022,Not Rated,"F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"66,376",18,140,393,128,12104
Illumine,Go_MrCactus,24111352,10 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"14,518",1,2,20,2,694
Valkoinen riikinkukko,Beelsebutt,24111799,27 Feb 2011,Mature,F/F,No Archive Warnings Apply,Complete Work,Suomi,908,1,0,0,0,80
Castle Flippers,inkpot (myexplodingcat),24111916,12 Jun 2020,Teen And Up Audiences,"F/M, Gen",Graphic Depictions Of Violence,Work in Progress,English,"15,326",3,6,45,7,490
Open Doors,pommedeplume,24112141,10 May 2020,Explicit,"F/F, F/M, M/M, Multi",No Archive Warnings Apply,Complete Work,English,"4,603",1,3,38,7,3397
A Burning Sun,Lyssandra_Med,24112192,10 May 2020,Explicit,F/F,Graphic Depictions Of Violence,Complete Work,English,"4,219",1,8,60,6,2240
Dose makes the poison (or the cure),Mitogen (Karaii),24112279,10 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,0,8,11,124,14,1231
The Life of a Mage Book I,midnight_gemini,24112333,24 Oct 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"7,824",13,7,80,15,2186
Mirage,Florance_Tallis,24112459,01 Jun 2020,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"7,929",2,1,23,1,641
What Could've Been,bratchet,24112654,10 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"6,178",1,4,94,13,970
Mente aberta,Choientist,24112780,10 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Português brasileiro,"1,000",1,0,6,0,74
Suihkusektori,Beelsebutt,24113356,02 Mar 2011,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Suomi,0,1,0,0,0,52
The Mudblood of Slytherin,nickahontas,24113458,27 Oct 2021,Explicit,"F/M, Gen","Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"111,984",22,835,3141,1304,84614
"Kyllä, herra ministeri",Beelsebutt,24113482,07 Mar 2011,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Suomi,0,1,0,4,0,54
You owe me a butterbeer,RoseBlakewood99,24113500,10 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,785",1,3,127,6,1644
Birthday Surprise,Mandancie,24113653,08 Jun 2020,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"5,759",2,12,12,5,197
Something,whitherwaywill,24113983,10 May 2020,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,385,1,0,30,2,375
Malfoys and Weasleys,Fan1BellaSwan,24114094,10 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,318,1,0,19,3,683
Rules of Potions Class,killerkittens22,24114130,10 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,638,1,9,68,3,1126
the pros and cons of staying alive,orphan_account,24114247,10 May 2020,Not Rated,M/M,Underage,Complete Work,English,763,1,2,53,8,437
Keep You Close (Keep Me Safe),bafflinghaze,24114274,06 Jul 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"2,392",1,67,965,114,14605
"Character Study: Harry Granger, age 10",pipisafoat,24114331,10 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,468,1,17,312,10,2873
He Noticed Her,geminibaby28,24114430,10 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,818",1,11,388,34,4065
Case Consultation: Severus S,LadyHeliotrope,24114451,06 Dec 2021,Mature,"F/F, Multi, Other, M/M","Rape/Non-Con, Underage",Work in Progress,English,"57,740",57,589,353,69,9992
Two Shots of Whiskey,littlejeanniebean,24114463,28 Jun 2020,Teen And Up Audiences,"F/M, Gen",Choose Not To Use Archive Warnings,Complete Work,English,"9,863",13,68,37,3,899
A Brief History of Dragons,eyra,24114526,17 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"23,488",3,580,3737,1296,51255
If the stars never aligned,Florab3lla,24114577,10 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,281",1,0,11,0,331
Time & Space,geminibaby28,24114604,10 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,461,1,0,59,4,504
Week 1: Lavender / Admiration,DramioneLDWS,24114610,14 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"11,034",24,129,94,8,1109
"Non, rien de rien",RavenC,24114628,15 Oct 2021,Mature,M/M,No Archive Warnings Apply,Work in Progress,English,"40,271",19,210,1453,393,38604
My Sweetest Downfall,geminibaby28,24114691,10 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,493,1,3,104,6,1871
"""I've Got You""",geminibaby28,24114748,10 May 2020,Mature,F/M,Rape/Non-Con,Complete Work,English,426,1,2,166,12,3537
She Was Radiant,geminibaby28,24114811,10 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,271,1,1,65,2,1052
He Watched Her,geminibaby28,24114877,10 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,252,1,0,64,1,899
Castle,mxstyassasxin,24114904,10 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,033",1,2,24,3,644
Eyes the Color of Midnight,Scholastica,24115486,10 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,239",1,8,538,63,9456
Bedtime Stories,punkyredhead,24115789,10 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,383",1,9,131,8,1486
The Rememberall,Velvethope,24116314,25 Jan 2021,Mature,"F/M, Gen, Multi, Other",No Archive Warnings Apply,Work in Progress,English,"103,546",12,17,49,9,3047
Crimson Lions,Skald_Maer,24116347,10 May 2020,Explicit,"F/M, M/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"8,147",8,2,87,10,3370
Progress,LearnedFoot,24116380,17 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,661",1,38,624,52,5198
After Twenty Long Years,GoldFrostbite13,24116464,10 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,044",1,2,11,1,203
Głupie serce Rona Weasleya,Atramentowa,24116494,10 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Polski,"2,165",1,2,15,0,342
Chaos Reigns,NimbusLlewelyn,24116611,10 May 2020,Teen And Up Audiences,F/M,Graphic Depictions Of Violence,Complete Work,English,"25,693",2,2,43,12,2810
Mischief Management,FlamingBlueEyes,24116932,27 Oct 2020,Mature,"Multi, Other",Graphic Depictions Of Violence,Work in Progress,English,"20,845",7,1,4,0,103
Problems that have no name,brendamm,24116998,10 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Work in Progress,Português brasileiro,"3,680",1,0,0,0,10
Dobby Is No Cheap Whore,Kristalii (orphan_account),24117370,10 May 2020,Mature,"M/M, Multi, Other","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con",Complete Work,English,"1,680",1,3,16,2,967
A little crush,canifapirate,24117388,10 May 2020,General Audiences,F/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,060",1,0,23,2,414
Renovations and Upgrades,Catstaff,24117661,10 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,628",1,4,143,18,1694
Pull Me Out the Water (Cold and Blue),skelegro,24118045,11 May 2020,Teen And Up Audiences,F/F,Major Character Death,Complete Work,English,"2,536",1,10,67,2,842
taking every breath (with you),lotsofregurtsactually (adykecalledCJ),24118273,13 May 2020,Teen And Up Audiences,"F/F, M/M",No Archive Warnings Apply,Complete Work,English,"2,721",4,22,404,38,5119
The Magic of Beginnings,persephoneapple,24118291,11 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,033",1,15,371,35,3583
(Podfic) Freedom Bound in Chains,bitty_bel,24118459,22 Jun 2020,Explicit,M/M,"Graphic Depictions Of Violence, Rape/Non-Con, Underage",Complete Work,English,156,61,34,41,20,6692
Getting Off Easy,Slytherwitch,24118819,11 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,544,1,0,6,1,64
Molly Weasley neé Prewett: a mother's world,IvoryRaven,24118984,11 May 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,549,1,0,6,0,96
Adopted,bloodwrites,24119032,11 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,936,1,7,184,7,1038
Running Parallel,Altiria,24119047,11 Sep 2021,Mature,"F/M, Gen",Choose Not To Use Archive Warnings,Work in Progress,English,"38,348",7,137,1706,717,26735
Lily's Fool,IslaSerena,24119086,11 May 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,123",1,1,4,0,284
Four Times Sirius Black Almost Told Dorcas Meadowes He Loved Her and One Time He Did,thenewpyt,24119335,11 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,988,1,6,14,1,188
Predestined,IslaSerena,24119509,14 May 2022,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"2,560",3,2,4,0,468
The Epiphany of Severus Snape,Iris_Reid92,24119740,11 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,250",1,0,29,1,1544
The Best Hugs,camichats,24119929,10 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,509",1,6,130,5,1756
apples & cream,LovesBitca8,24120055,11 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"1,426",1,100,3641,487,54023
The Seduction Line Art,jesterlady,24120343,11 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,0,1,2,7,0,720
"Nightmares, Nightmares, Go Away",1000percentDoneWithThisShist,24120367,11 May 2020,Teen And Up Audiences,"F/M, Gen, Multi",No Archive Warnings Apply,Complete Work,English,"2,587",1,20,486,61,7245
Lily Potter née Evans: a mother's love,IvoryRaven,24120379,11 May 2020,Teen And Up Audiences,No category,Major Character Death,Complete Work,English,605,1,0,9,0,132
Luna llena,ZafiraKz,24120475,11 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,Español,"2,005",1,3,105,5,2392
Finders Keepers,NecromaniacKat,24120493,13 May 2020,Mature,F/M,No Archive Warnings Apply,Work in Progress,English,"4,553",2,0,3,1,96
the announcer.,bringmetostellis,24120568,11 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"7,998",1,18,383,39,2331
Snape being Snape for Five Minuets Straight,dragking8586,24120634,12 May 2020,Explicit,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,564,1,3,36,2,1440
The Thief,SignedHeart,24120838,30 May 2020,Mature,F/M,No Archive Warnings Apply,Work in Progress,English,"11,058",4,10,24,1,674
Space Between,Camilunga,24120982,11 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"10,664",1,27,353,85,5255
Can't Be A Widow (Not When You Weren't Even Married),Slytherwitch,24120985,11 May 2020,General Audiences,No category,Major Character Death,Complete Work,English,170,1,1,7,1,87
Urban Bloodlust,htea,24121066,17 Sep 2021,Explicit,M/M,Major Character Death,Work in Progress,English,"9,944",5,7,76,13,1865
A Cat-tastrophe,the_klawwww,24121714,11 May 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,75,1,0,36,0,727
Friends with Benefits...,bavedecrapaud,24121723,01 Jun 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"10,618",2,20,207,25,6798
Cursed,silentexplorer18,24121822,11 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,843,1,2,22,2,262
"i've been there, but it gets better",amethystwriter,24121843,11 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,845",1,12,197,19,1399
"always, petunia evans",lebensmuede,24121921,11 May 2020,Not Rated,No category,No Archive Warnings Apply,Complete Work,English,"2,043",1,3,26,1,278
The Three Hermiones,Always_Pottermore,24122122,11 May 2020,Mature,F/M,Major Character Death,Work in Progress,English,"71,394",11,15,72,13,1417
A Pull and a Dream Equals Mayhem,tmmdfi612,24122137,11 May 2020,Mature,M/M,"Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"1,452",1,1,6,0,95
Hogwarts en Olympus: Las Lecturas 1,IAmGonnaDie,24122164,24 Jul 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,Español,"120,326",36,6,182,10,5366
Lets not make it harder than it has to be,Ashery24,24122338,11 May 2020,General Audiences,"M/M, Multi",No Archive Warnings Apply,Complete Work,English,513,1,0,7,0,358
Downpour,sassy_cissa,24122359,11 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"3,600",1,18,251,20,2020
Family,GoringWriting,24122419,22 May 2020,Not Rated,M/M,No Archive Warnings Apply,Work in Progress,English,"5,788",2,3,42,7,1482
Whose Fault Is It Anyway?,penalie (penovie),24122458,11 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,553",1,0,77,8,1226
Gayworts on Crack,Lyla_Joy,24122944,28 Jun 2020,General Audiences,"F/F, M/M",No Archive Warnings Apply,Work in Progress,English,"2,281",2,8,37,2,673
Seksiä ja sirkushuveja,Beelsebutt,24123004,14 Mar 2011,Mature,F/F,No Archive Warnings Apply,Complete Work,Suomi,0,1,0,0,0,91
The Fall of the House of Potter,SherlockMalfoy,24123136,11 May 2020,Mature,"F/M, M/M",Major Character Death,Complete Work,English,"21,552",1,1,33,6,885
Under Lock and Key,La_Madrugada,24123184,11 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"1,116",1,4,194,33,5525
The Aftermath of the Boggart Lesson or Remus Lupin telling Dumbledore to fire Snape,DemonBanisher,24123196,11 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"1,760",1,9,76,9,556
Never Lost at All,Quaratina,24123784,12 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,699",1,6,392,44,2931
Худший день Темного лорда,Пайсано (Paisano),24123889,11 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,905,1,0,8,0,54
[Song] Muggle,averytree,24124123,11 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,262,1,2,4,1,47
Mikä meni vikaan?,Beelsebutt,24124489,23 Mar 2011,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Suomi,0,1,0,1,0,34
Never Gonna Give You Up (Fic & Art),MaesterChill,24124606,13 May 2020,General Audiences,Multi,No Archive Warnings Apply,Complete Work,English,675,1,26,90,5,566
边桌,TwentyFacets,24125476,11 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"4,162",2,1,35,1,3007
爱在黎明破晓前,HallSpin,24125554,13 Sep 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"122,171",38,26,114,20,3433
Somethings Changing (I think it's us),Imtheseme,24125614,11 May 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,031",1,1,48,0,870
Magic,FoxAlica,24125656,11 May 2020,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,0,1,8,43,1,957
逃出戈德里克,HallSpin,24125719,11 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"11,214",1,1,9,0,362
A nice day for a white wedding,lost_or_dead,24125749,11 May 2020,Not Rated,M/M,No Archive Warnings Apply,Complete Work,English,971,1,10,207,8,2143
Reading 'Oh god not again',Dream_Gia16,24125827,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"9,364",3,9,106,27,1680
另一種木板船2,abcxyz0214,24125944,05 Mar 2018,General Audiences,F/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,"1,288",1,0,2,0,521
По собственной воле,Cornelia,24126283,11 May 2020,General Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,Русский,"1,158",1,0,11,0,68
Fierce Love,Gfttfssfggrd235433466xsdccgyjkkoljvs,24126406,11 May 2020,Not Rated,"F/M, M/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"19,804",18,2,53,29,1237
事发突然……,Stoneinthewater,24126427,11 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"1,356",1,0,41,2,600
Harry Potter and the Expelliarmus Spell,ELuckArcher6,24126676,11 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"6,258",1,20,302,53,2880
A Tuesday in March,Markala,24126790,02 Jun 2020,Teen And Up Audiences,Other,Graphic Depictions Of Violence,Complete Work,English,"3,431",2,16,66,10,1473
Harry Potterin surkea seuraelämä,Beelsebutt,24127162,28 Feb 2013,Mature,M/M,No Archive Warnings Apply,Complete Work,Suomi,"17,697",5,0,3,0,92
Touch,FloreatCastellum,24127165,11 May 2020,Teen And Up Audiences,No category,No Archive Warnings Apply,Complete Work,English,626,1,12,237,7,5372
Sheets,FloreatCastellum,24127195,11 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,258",1,48,164,11,2438
Cinders,FloreatCastellum,24127270,11 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,392",1,17,418,18,5124
Ja pelkoni katoaa,Beelsebutt,24127309,13 Jun 2011,General Audiences,F/F,No Archive Warnings Apply,Complete Work,Suomi,448,1,0,2,0,31
Rain,FloreatCastellum,24127312,11 May 2020,Not Rated,Gen,No Archive Warnings Apply,Complete Work,English,"1,262",1,30,467,25,6379
An Unexpected Guest,Nabielka,24127345,11 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,104",1,35,893,58,6625
Evidence,FloreatCastellum,24127441,11 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,356",1,47,636,69,7911
