Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary
Hope in a China Teacup,Dumbothepatronus,24431896,29 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,763",1,6,26,2,230,"
No Archive Warnings ApplyAstoria Greengrass/Draco Malfoy Luna Lovegood & Draco MalfoyAstoria Greengrass Draco Malfoy Luna LovegoodThe Veil Death Depression Grief/Mourning Suicidal Thoughts Hurt/Comfort Emotional Hurt/Comfort Friendship teacup - Freeform Miscarriage Post-Hogwarts POV Draco Malfoy POV Third Person Limited Angst Hopeful Ending Angst with a Happy Ending
","
After the death of his wife, Draco Malfoy finds himself completely alone and spending way too much time with the mysterious veil that separates him from his love. 
Please see warnings in A/N. Platonic Draco/Luna.
"
Let Me Make It Better,MaggieMaySheBite,24431929,10 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"5,934",3,54,346,58,4158,"
No Archive Warnings ApplyHarry Potter/Tom RiddleHarry Potter Tom Riddle | Voldemort Albus DumbledoreAlternate Universe - Time Travel Implied Time Travel Underage Smoking Unhealthy Relationships Tom Is An Asshole Slytherin! Harry Unresolved Sexual Tension they're so bad for each other they're in love-hate Don't try this at home kids Harry swears a lot Possessive Behavior Manipulative Tom Riddle Slight Dumbledore Bashing Poor Harry Angst Fluff Cuddling Slow Dancing Harry needs a better boyfriend
","
He narrows his green eyes, jutting out his square jaw in defiance as he glares at the older teen. Tom draws himself up like a snake prepared to strike.Neither says a word. The silence is agonizing.After several minutes, Harry pulls back, smoothing over his expression.“Fine.” Tom just barely managed to contain his sigh of relief, feeling the tension roll off his shoulders. He had really hoped they were past the point of these ridiculous stand-offs. Especially since he always gets what he wants. One way or another.“Good. You need to sneak out after curfew, and-”“I’m not getting your stupid book.” He says it with all the nonchalance he can muster but Tom can hear the mocking, spiteful edge. He doesn’t even give Tom the courtesy of looking at him. Tom can’t remember ever wanting to smack him more.
"
5 Kisses That Didn’t Feel Right to Sirius Black (And the 1 That Did),PhlamingFeonix,24432064,29 May 2020,Teen And Up Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"7,635",1,0,154,8,1920,"
No Archive Warnings ApplySirius Black/Remus LupinSirius Black Remus Lupin Walburga Black Regulus Black Marlene McKinnon Lily Evans Potter Peter Pettigrew Frank Longbottom Alice Longbottom Orion Black James Potter Narcissa Black Malfoy Fabian PrewettMarauders Era (Harry Potter) Kissing First Kiss 5+1 Things Underage Drinking Alcohol Mild Language Implied Sexual Content Truth or Dare Coming Out Arranged Marriage Implied/Referenced Incest Child Abuse Foreshadowing
","
6 scenes from the life of Sirius Black, all featuring some kind of kiss and his varying reactions. (i.e. read the title?)
"
Lovely,JanePerez (orphan_account),24432271,29 May 2020,Mature,"F/F, F/M, Gen, M/M, Multi, Other","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Underage",Complete Work,English,610,1,0,5,1,1545,"
Graphic Depictions Of Violence Major Character Death Rape/Non-Con UnderageHermione Granger/Harry PotterHermione Granger Ginny Weasley Ron Weasley Bill Weasley Arthur Weasley Molly Weasley Harry PotterChild Abuse Rape/Non-con Elements Post-Traumatic Stress Disorder - PTSD Anal Fingering Vaginal Fingering Crimes & Criminals Alternate Universe - Harry Potter Setting Alternate Universe - Time Travel Travel
","
What if harry and Hermione met first?  What if they where the power couple?  What if dramione never happen?. Join them on there journey and make Hogwarts a better place.
"
divinity,quitethesardonic,24432370,29 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"2,382",1,12,265,33,7878,"
No Archive Warnings ApplyHermione Granger/Tom RiddleHermione Granger Tom Riddle | Voldemorttomione - Freeform Tomione Smut Fest 2020 Smut Plot What Plot/Porn Without Plot PWP Established Relationship Alternate Universe - Royalty Throne Sex Vaginal Fingering Blow Jobs Possessive Behavior Jealousy Possessive Sex Fluff Fluff and Smut soft No Plot/Plotless
","
She was his Queen, and he was her King. They were divine. 
Established Relationship Prompt. There is no plot.
"
looks like sin and tastes like tragedy,RUNNFROMTHEAK,24432376,29 May 2020,Explicit,"F/F, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"3,269",1,49,250,30,2774,"
Creator Chose Not To Use Archive WarningsDraco Malfoy/Harry Potter Sanguini/Draco Malfoy background Hermione Granger/Pansy Parkinson - RelationshipDraco Malfoy Harry Potter Sanguini (Harry Potter) Hermione Granger Pansy ParkinsonInfidelity POV Second Person Master of Death Harry Potter Vampire Draco Malfoy Magically Powerful Harry Potter Darkish Harry Potter Angst Heavy Angst Hurt No Comfort Unhappy Ending Auror Harry Potter Hurt Harry Potter Implied/Referenced Cheating Bottom Harry Potter Top Draco Malfoy Harry Potter Epilogue What Epilogue | EWE Childe/Sire Bond(s) Depressed Harry Potter
","
You can feel him slipping through your fingers like water. You feel him pulling away with every touch, every caress. He’s half gone as he fucks you, and he isn’t there at all when you fuck him. You wonder, at times, when it started – when he went from unequivocally yours (in his posh pretentious wording) to decidedly not.But you know, you knew.He calls the vampire Sire, and the vampire calls him exquisite.You feel sick.
"
In His Hands,Musyc,24432883,29 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"3,100",1,25,559,74,17105,"
No Archive Warnings ApplyHermione Granger/Draco MalfoyDraco Malfoy Hermione GrangerLight Dom/sub Established Relationship Harry Potter Epilogue What Epilogue | EWE Choking Asphyxiation Don't Try This At Home Unless You Know How Trust Fingerfucking Finger Sucking Suit Sex Naked Female Clothed Male Hand & Finger Kink
","

She knew what they had planned for the night and she knew it would push her to her limit. She wanted to reach that.

 
It's Draco's 40th birthday, and Hermione gets the treat.
"
The Task Left Undone,alicecrow6,24433009,06 Nov 2020,Teen And Up Audiences,"F/F, F/M, M/M",Graphic Depictions Of Violence,Work in Progress,English,"4,011",3,26,255,69,2665,"
Graphic Depictions Of ViolenceDick Grayson/Harry Potter Sorting Hat & Harry Potter Dick Grayson & Wally West Artemis Crock/Wally WestHarry Potter Sorting Hat (Harry Potter) Dick Grayson Wally West Artemis Crock Kon-El | Conner Kent Kaldur'ahm (DCU) M'gann M'orzz Bruce Wayne Tom RiddleSmart Harry Potter Superhero Harry Potter Tired Harry Potter he's trying his best It's not working He joins Young Justice The sorting hat is a tired parent He's this close to just bitchslapping Harry
","
Harry could not allow the diary to roam free, not when so many innocents could be killed. Not when it was his fault it was here in the first place. He would just have to wait a little while longer to go home. And if he happened to save a few muggles on the way, well who was going to stop him? It wasn't like there was a statute of secrecy here. Though if someone called him a goddamn superhero one more time he was going to flip. Featuring 12 year old Harry and his nemesis the Diary.
"
Harry Potter 3 - A Different Perspective,BlueJayBird13,24433054,29 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,261,1,0,0,0,11,"
No Archive Warnings ApplyAshley (Based on my sister)This is work from a long time ago How do I tag? Harry Potter 3 Fanfic (What happened to any other person during the start)
","
What was it like for the young witches and wizards during the time of the third Harry Potter?
Told from the point of view of a third-year Gryffenclaw, muggle-born girl called Ashley...
"
After A Battle,hidetheteaspoons,24433291,28 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,268",1,7,108,2,1326,"
No Archive Warnings ApplyTina Goldstein/Newt ScamanderNewt Scamander Tina GoldsteinFirst Kiss Falling In Love Battle
","
A list of first kiss prompts! Here are a few ways it could happen...
"
Story Idea/Prompt,Torchwood3,24433378,29 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,81,1,0,6,0,138,"
Creator Chose Not To Use Archive WarningsHarry Potter Characters Marilyn Manson
","
Here is a story idea
"
"Violet Potter, Dark Lady",xray75,24433612,10 Aug 2020,Teen And Up Audiences,"F/M, Multi",Graphic Depictions Of Violence,Work in Progress,English,"31,295",21,114,152,39,7136,"
Graphic Depictions Of ViolencePairing undecided open to suggestionHarry Potter Graham Montague Rowle - Character Tom Riddle | Voldemort Daphne Greengrass Draco MalfoyFem!Harry Female Harry female!Harry Female Harry Potter Dark Harry Dark lady harry Non-Sexual Slavery
","
Violet Artemis Potter, (Fem!Harry) is the great-great granddaughter of Aphrodite. So, on that faithful Halloween night, Aphrodite blesses her. Violet will become the greatest seductress the world has seen, bending males and females to her will. Dark Lady!Harry Fem!Harry Dark!Harry I do not own Harry Pottercross posted on FFN under same username, no differences for now.
"
Gold and Silver Threads,MagMar,24433906,30 May 2020,Teen And Up Audiences,"F/M, Gen, M/M","Graphic Depictions Of Violence, No Archive Warnings Apply",Work in Progress,English,"3,484",4,4,31,6,694,"
Graphic Depictions Of Violence No Archive Warnings ApplyDraco Malfoy/ReaderDraco Malfoy Scorpius Malfoy Albus Severus Potter Hermione Granger Minerva McGonagall Neville Longbottom Astoria Greengrass Harry Potter Harry Potter Charactersdealing with death Slow Burn Slow Romance Reader is a former Death Eater Emotional Hurt/Comfort Emotional Baggage Not Actually Unrequited Love But starts out as such Gender-Neutral Pronouns Romance Drama & Romance Canon Divergence - Post-Hogwarts Reader is the DADA Teacher Alternate Universe - Hogwarts Hogwarts Post-Hogwarts Drama Angst with a Happy Ending gender neutral reader Grief/Mourning
","
It comes to the shock of everyone that McGonagall had appointed the former Death Eater (Y/N) as the new Defense Against the Dark Arts teacher. It comes to an even bigger shock to Scorpius, who hadn’t seen his godparent since his mother’s funeral, and to Draco, who’s been trying to contact them ever since. (Y/N) juggles being the most despised teacher at Hogwarts, the persistence of Scorpius trying to learn what happened between them and his father, and Draco’s calls from the stupid Nokia phone they’d gotten for him years ago.Slow Burn Draco Malfoy x ReaderReader is a Pure-Blood Slytherin and a former Death Eater (Similar situation to Draco)PLEASE read the author's note before reading!
"
Salt or Sugar,The_Katanna_Twins,24433936,29 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"5,554",1,1,16,3,196,"
No Archive Warnings ApplyHigurashi Kagome/Charlie WeasleyHigurashi Kagome Charlie Weasley
","
Sometimes appearances can be deceiving. Things aren't always what they look like. This is a lesson Kagome is reminded of.
Fourth in my 100 Prompts Challenge: Salt
"
Empty Rooms,gunmetal_ring,24433939,29 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"3,629",1,2,14,2,299,"
No Archive Warnings ApplyLavender Brown/Seamus FinniganLavender Brown Seamus Finnigan Dean Thomas Parvati PatilPost-Hogwarts Cunnilingus Freeform First Time Hurt/Comfort Friends to Lovers
","
Seamus only wants her to be happy.
"
Meeting the Family,LuxLouise,24434005,29 May 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,999,1,31,78,3,1284,"
Creator Chose Not To Use Archive WarningsPansy Parkinson/Harry PotterHarry Potter Pansy Parkinson Fred Weasley
","
Harry takes Pansy to the Burrow!
"
Frog Towne,djinthehouse,24434563,13 Sep 2021,Explicit,"F/F, F/M, M/M, Multi","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Underage",Work in Progress,English,"15,182",3,12,289,52,5890,"
Graphic Depictions Of Violence Major Character Death Rape/Non-Con UnderageFenrir Greyback/Harry Potter James Potter/Original Male Character(s) Original Male Character/Original Male Character Original Female Character/Original Male Character Sirius Black/Remus LupinHarry Potter Fenrir Greyback James Potter Original Male Character(s) Original Female Character(s) Lucius Malfoy Draco MalfoyConsensual Underage Sex Mpreg Alternate Universe - Werewolf Rape/Non-con Elements
","
The pack that Harry has grown up and raises his daughter in is taken over by a new alpha. An alpha that Harry once new nearly a decade ago. There pack are forced to move to a new country to live with 30 other people they have never met in this new pack. How will Harry feel about meeting new people, new friends? Raising his daughter and not knowing anything about where he comes from and who he really is as a person,
"
Blond Brew,MicheleBlack,24434752,07 Jul 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"30,513",10,108,440,91,6770,"
No Archive Warnings ApplyDraco Malfoy/Harry Potter Pansy Parkinson/Blaise Zabini Hermione Granger/Ron WeasleyHarry Potter Draco Malfoy Blaise Zabini Pansy Parkinson Lucius Malfoy Narcissa Black MalfoyAlternate Universe - Coffee Shops & Cafés Coffee Shops Alternate Universe H/D Wireless 2020 Romance Slow Build Slash Barebacking Modern Era Dating Falling In Love Alternate Universe - Non-Magical
","
A blond roast with soy milk makes Draco's morning, but a pair of green eyes makes his week.
"
